place_id,name,latitude,longitude,address,street,house_number,postal_code,locality,province,country,city,city_out_of_area,rating,review_count,has_rating,low_review,primary_type,types,category_tier,is_dining,is_operational,business_status,photo_count,price_level,has_website,has_phone,website,phone,flags
ChIJ-0W01oLBhkcRBtXytFYN_X0,Bar & Tabacchi Dong,45.4713743,9.1368757,"Via Mario Morgantini, 20148 Milano MI, Italy",Via Mario Morgantini,,20148,Milano,MI,Italy,Milano,0,3.6,5,1,1,store,"['wine_bar', 'coffee_shop', 'bar', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",non_dining,0,1,OPERATIONAL,0,,1,0,torrefazionecaffemilano.com,,"['non_dining', 'low_review']"
ChIJ-0_7vZ-4hkcRMlPK7OF_bCQ,Sakura Ristorante Giapponese Sesto,45.528501299999995,9.229436999999999,"Viale Ercole Marelli, 222, 20099 Sesto San Giovanni MI, Italy",Viale Ercole Marelli,222,20099,Sesto San Giovanni,MI,Italy,Sesto San Giovanni,0,4.3,854,1,0,japanese_restaurant,"['japanese_restaurant', 'sushi_restaurant', 'seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,sakuramilano.com,+390222470816,[]
ChIJ-0fiNZPDhkcRWFQtTvZWTmc,Octavian,45.442631299999995,9.1135676,"Via Sebastiano Caboto, 24, 20094 Corsico MI, Italy",Via Sebastiano Caboto,24,20094,Corsico,MI,Italy,Corsico,0,,,0,0,bakery,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,0,,,[]
ChIJ-0niuRvEhkcRiFrthr5Y35Q,Antica Pizzeria Fiorentina,45.4510457,9.1950276,"V.le Bligny, 41, 20136 Milano MI, Italy",Viale Bligny,41,20136,Milano,MI,Italy,Milano,0,4.4,1545,1,0,pizza_restaurant,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,anticapizzeriafiorentina.it,+390258306292,[]
ChIJ-0pNRLDGhkcRRTTIdThbALA,Da Ros,45.4686756,9.194777499999999,"Via Monte Napoleone, 20121 Milano MI, Italy",Via Monte Napoleone,,20121,Milano,MI,Italy,Milano,0,3.7,3,1,1,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,0,,0,0,,,['low_review']
ChIJ-18zadjDhkcR4iX-HmX0ioA,Q8,45.4606932,9.1489262,"Viale Ergisto Bezzi, 82, 20146 Milano MI, Italy",Viale Ergisto Bezzi,82,20146,Milano,MI,Italy,Milano,0,3.9,229,1,0,gas_station,"['gas_station', 'car_wash', 'coffee_shop', 'cafe', 'food_store', 'store', 'service', 'food', 'point_of_interest', 'establishment']",non_dining,0,1,OPERATIONAL,9,,1,1,q8.it/?utm_source=googlemybusiness&utm_medium=q8&utm_campaign=listing,+39800010808,['non_dining']
ChIJ-1C4SDTHhkcR0snM7iIXzZk,Giampaolo Sebastiano,45.510727599999996,9.2026004,"Viale Fulvio Testi, 93, 20162 Milano MI, Italy",Viale Fulvio Testi,93,20162,Milano,MI,Italy,Milano,0,2.0,1,1,1,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,0,CLOSED_TEMPORARILY,0,,0,1,,+390266111506,"['not_operational', 'low_review']"
ChIJ-1gtrkzBhkcRPfeo04EJwJ4,Amorino gelato,45.4719798,9.185767199999999,"Via Fiori Chiari, 9, 20121 Milano MI, Italy",Via Fiori Chiari,9,20121,Milano,MI,Italy,Milano,0,3.7,1535,1,0,ice_cream_shop,"['ice_cream_shop', 'dessert_shop', 'confectionery', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,amorino.com,+390291532598,[]
ChIJ-1m8LjnBhkcRtIoaefrk_10,Food & Pizza Theatre | Eataly Smeraldo,45.4805661,9.1881047,"c/o Eataly Milano Smeraldo, P.za XXV Aprile, 10, 20121 Milano MI, Italy",Piazza XXV Aprile,10,20121,Milano,MI,Italy,Milano,0,3.6,64,1,0,italian_restaurant,"['italian_restaurant', 'pizza_restaurant', 'fine_dining_restaurant', 'mediterranean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,eataly.net/it_it/negozi/milano-smeraldo/ristoranti/food-pizza-theatre?utm_source=gmb&utm_medium=listing&utm_campaign=organic-search,+39800975880,[]
ChIJ-1rDNBjEhkcRqWNvOQ3E99M,I Tentacoli Da Gegè,45.448875,9.1990778,"Via Giulio Romano, 11, 20135 Milano MI, Italy",Via Giulio Romano,11,20135,Milano,MI,Italy,Milano,0,4.3,450,1,0,restaurant,"['restaurant', 'seafood_restaurant', 'pizza_restaurant', 'italian_restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,newtentacoli.it,+390258318470,[]
ChIJ-1zNIBvEhkcR1shHzCNDNIE,Kama,45.4507967,9.192064499999999,"V.le Bligny, 42, 20136 Milano MI, Italy",Viale Bligny,42,20136,Milano,MI,Italy,Milano,0,4.2,827,1,0,sushi_restaurant,"['sushi_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,sushikama.it,+390258320120,[]
ChIJ-25Wl5fHhkcRPuCZ7G7Go_c,Kfc,45.475926699999995,9.205082599999999,"Via Panfilo Castaldi, 37, 20124 Milano MI, Italy",Via Panfilo Castaldi,37,20124,Milano,MI,Italy,Milano,0,3.5,535,1,0,restaurant,"['restaurant', 'chicken_restaurant', 'chicken_wings_restaurant', 'fast_food_restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,kfc.it,+390250020736,[]
ChIJ-25z58XBhkcRLIFD2u8kyNw,MANTAS Restaurante,45.5124238,9.1270975,"Via Giovanni Battista Grassi, 5, 20157 Milano MI, Italy",Via Giovanni Battista Grassi,5,20157,Milano,MI,Italy,Milano,0,4.4,7,1,1,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,2,,0,1,,+393513290178,['low_review']
ChIJ-2WsevzDhkcRrdJf_hUg-lY,0:91 Pm,45.4551817,9.1727602,"Corso Cristoforo Colombo, 1, 20144 Milano MI, Italy",Corso Cristoforo Colombo,1,20144,Milano,MI,Italy,Milano,0,5.0,2,1,1,bar,"['bar', 'cake_shop', 'bistro', 'bakery', 'wholesaler', 'food_store', 'restaurant', 'food', 'point_of_interest', 'manufacturer', 'store', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,1,1,scootertour.it,+393470353951,['low_review']
ChIJ-2lRR3vDhkcRt-qMrV9WXCM,American Barbecue Milano,45.4217579,9.1220462,"Via Marzabotto, 3, 20090 Buccinasco MI, Italy",Via Marzabotto,3,20090,Buccinasco,MI,Italy,Buccinasco,0,4.5,88,1,0,gastropub,"['gastropub', 'coffee_shop', 'food_store', 'cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,0,CLOSED_TEMPORARILY,10,,1,1,americanbarbecuemilano.com,+393891665393,['not_operational']
ChIJ-2pxw03BhkcR8EqkLg3yGJY,Morelli Ristorante,45.483287999999995,9.1778064,"Via Aristotile Fioravanti, 4, 20154 Milano MI, Italy",Via Aristotile Fioravanti,4,20154,Milano,MI,Italy,Milano,0,4.5,39,1,0,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,morellimilano.it,+390280010918,[]
ChIJ-2rHuRvEhkcRamqXCERTSf8,Pasticceria Bligné,45.4510911,9.1951999,"V.le Bligny, 41, 20136 Milano MI, Italy",Viale Bligny,41,20136,Milano,MI,Italy,Milano,0,4.7,61,1,0,pastry_shop,"['pastry_shop', 'dessert_shop', 'confectionery', 'bakery', 'food_store', 'food', 'store', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,1,1,bligne.eu,+390236578040,[]
ChIJ-2uEoCLFhkcRVB78IJkw5A8,HABIBI Libanese Originale,45.4191631,9.2595916,"Via Monte Bianco, 4, 20097 San Donato Milanese MI, Italy",Via Monte Bianco,4,20097,San Donato Milanese,MI,Italy,San Donato Milanese,0,4.6,3787,1,0,fast_food_restaurant,"['fast_food_restaurant', 'lebanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,yahabibi.it,+393336666666,[]
ChIJ-2w1v1DHhkcR5wCLjwjxAf4,Zelo,45.4691881,9.1953287,"Via Gesù, 6/8, 20121 Milano MI, Italy",Via Gesù,6/8,20121,Milano,MI,Italy,Milano,0,4.3,141,1,0,restaurant,"['restaurant', 'coffee_shop', 'vegan_restaurant', 'vegetarian_restaurant', 'breakfast_restaurant', 'fine_dining_restaurant', 'brunch_restaurant', 'cafe', 'italian_restaurant', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,fourseasons.com/milan/dining/restaurants/zelo/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-mil-fab-mid-seo-na&utm_content=na-na&utm_term=na,+390277081478,[]
ChIJ-3LvT5nGhkcRwgwNgdaz6Ss,Mugs & co. Cozy cafe and Bakery,45.461538399999995,9.2111407,"Via Emilio Morosini, 4, 20135 Milano MI, Italy",Via Emilio Morosini,4,20135,Milano,MI,Italy,Milano,0,4.2,890,1,0,brunch_restaurant,"['brunch_restaurant', 'vegan_restaurant', 'catering_service', 'sandwich_shop', 'vegetarian_restaurant', 'pastry_shop', 'food_delivery', 'bakery', 'dessert_shop', 'confectionery', 'coffee_shop', 'cafe', 'food_store', 'service', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,mugsandco.eu/it,+390287383354,[]
ChIJ-3guXyfHhkcRQ7FMpNTKRGg,Le Jardin Bistrot,45.461585799999995,9.1852073,"Via S. Maurilio, 1, 20123 Milano MI, Italy",Via San Maurilio,1,20123,Milano,MI,Italy,Milano,0,4.6,292,1,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,1,1,lejardinbistrot.it,+393475335320,[]
ChIJ-433CeDGhkcRJQGECkwb8Po,Tender,45.49283020000001,9.2163203,"Piazza Morbegno, 20127 Milano MI, Italy",Piazza Morbegno,,20127,Milano,MI,Italy,Milano,0,4.2,1359,1,0,cocktail_bar,"['cocktail_bar', 'bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,0,1,,+39022613822,[]
ChIJ-438cFDHhkcRg0lj6Ae979U,THE BLACK - Drink & Bar - Porta Venezia,45.475955500000005,9.2035284,"Via Lecco, 2, 20124 Milano MI, Italy",Via Lecco,2,20124,Milano,MI,Italy,Milano,0,5.0,6,1,1,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,0,1,,+393513074836,['low_review']
ChIJ-4K1QT7BhkcRNnL8_-ElR_c,La Piadineria,45.501046699999996,9.183328399999999,"Via Carlo Imbonati, 22, 20158 Milano MI, Italy",Via Carlo Imbonati,22,20158,Milano,MI,Italy,Milano,0,3.7,208,1,0,fast_food_restaurant,"['fast_food_restaurant', 'vegan_restaurant', 'vegetarian_restaurant', 'italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,lapiadineria.com,+390284944462,[]
ChIJ-4Y2WwDHhkcRZNlO9udzha0,Milano Centrale,45.4710992,9.2389662,"Via Giovanni Antonio Amadeo, 57, 20134 Milano MI, Italy",Via Giovanni Antonio Amadeo,57,20134,Milano,MI,Italy,Milano,0,,,0,0,bar,"['bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,0,,0,0,,,[]
ChIJ-4eFAxvEhkcRbR-7MGaisZo,The Social Chupiteria,45.4507555,9.1933986,"V.le Bligny, 50, 20136 Milano MI, Italy",Viale Bligny,50,20136,Milano,MI,Italy,Milano,0,4.0,454,1,0,pub,"['pub', 'bar', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,0,1,,+393931678958,[]
ChIJ-51VDADHhkcRdWQ9cz_STDE,Garden Restaurant,45.5162117,9.227503,"Via Lucio Giunio Columella, 36, 20128 Milano MI, Italy",Via Lucio Giunio Columella,36,20128,Milano,MI,Italy,Milano,0,4.3,4,1,1,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,0,0,,,['low_review']
ChIJ-56Gv8DFhkcRybmWBU5gL3U,Santa Giulia Pizzeria Con Cucina...,45.436097100000005,9.239914299999999,"Via Francesco Pizzolpasso, 1, 20138 Milano MI, Italy",Via Francesco Pizzolpasso,1,20138,Milano,MI,Italy,Milano,0,4.1,210,1,0,pizza_restaurant,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,santagiuliapizzeriaconcucina.eatbu.com/?lang=it,+390251630051,[]
ChIJ-59xUCHEhkcRn1lhpdOpd8E,Fragolami,45.4519084,9.2076482,"Via Gerolamo Tiraboschi, 1, 20135 Milano MI, Italy",Via Gerolamo Tiraboschi,1,20135,Milano,MI,Italy,Milano,0,5.0,3,1,1,bistro,"['bistro', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,0,,0,1,,+390255199083,['low_review']
ChIJ-5RzSinFhkcRKXJyn5gYqxI,Bar Tabacchi Chez Yvonne - Assistenza Iqos Store - Iluma Store - kiwi store - Elfbar svapo store - zyn velo - ploom glo,45.4510429,9.2006009,"V.le Sabotino, 19, 20135 Milano MI, Italy",Viale Sabotino,19,20135,Milano,MI,Italy,Milano,0,4.4,66,1,0,bar,"['cocktail_bar', 'sandwich_shop', 'coffee_shop', 'food_store', 'night_club', 'cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,1,1,instagram.com/chezyvonnesabotino,+390258307008,[]
ChIJ-5l4V2fBhkcRGbEnQYjwMUs,matanē Wagner - Japanese Urban Food,45.4686461,9.1558314,"Piazza Riccardo Wagner, 6, 20145 Milano MI, Italy",Piazza Riccardo Wagner,6,20145,Milano,MI,Italy,Milano,0,4.2,156,1,0,japanese_restaurant,"['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,matanelovers.com,+390272193779,[]
ChIJ-5sqU3DFhkcRlrVVkrEcmus,Ramen Yamada,45.4491355,9.2028953,"Via Crema, 17, 20135 Milano MI, Italy",Via Crema,17,20135,Milano,MI,Italy,Milano,0,4.5,128,1,0,japanese_restaurant,"['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,0,1,,+390282990031,[]
ChIJ-5xCHl3ChkcRSFzcmr_e_4A,Prosciutteria dello Gnocco Fritto,45.4342915,9.1073385,"Via Leopoldo Bozzi, 9, 20094 Corsico MI, Italy",Via Leopoldo Bozzi,9,20094,Corsico,MI,Italy,Corsico,0,4.2,739,1,0,restaurant,"['restaurant', 'pizza_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,prosciutteria-dello-gnocco-fritto.eatbu.com,+390245103187,[]
ChIJ-60OglfHhkcRFMieSfHQMPw,Cocciuto,45.4766735,9.1952049,"V. Filippo Turati, 25, 20121 Milano MI, Italy",Via Filippo Turati,25,20121,Milano,MI,Italy,Milano,0,4.2,509,1,0,restaurant,"['restaurant', 'pizza_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,0,CLOSED_TEMPORARILY,10,PRICE_LEVEL_MODERATE,1,1,cocciuto.com,+390236594832,['not_operational']
ChIJ-66pOdHDhkcRQ4YMXQjzoDs,Il Fornaio,45.4563526,9.1420727,"Via Luigi Soderini, 27, 20146 Milano MI, Italy",Via Luigi Soderini,27,20146,Milano,MI,Italy,Milano,0,4.4,23,1,0,bakery,"['bakery', 'health_food_store', 'food_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,,0,1,,+393925871101,[]
ChIJ-6LYm67GhkcR4j_Lk1f9b0s,Amaiko,45.464203499999996,9.189982,"Viale Kennedy, 88, 20123 Milano MI, Italy",Viale Kennedy,88,20123,Milano,MI,Italy,Milano,0,,,0,0,meal_takeaway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,0,,1,0,amaiko.net,,[]
ChIJ-6OMYADHhkcR6TN2VlrOYdE,Guzzo - Città Studi,45.4831662,9.2301942,"Via Teodosio, 4, 20131 Milano MI, Italy",Via Teodosio,4,20131,Milano,MI,Italy,Milano,0,4.2,128,1,0,hamburger_restaurant,"['hamburger_restaurant', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,0,guzzoburger.it,,[]
ChIJ-6RtrKvBhkcRDYaKNExtjqQ,Ristorante arabo Al Andalus,45.500910999999995,9.1825875,"Via Carlo Imbonati, 33, 20158 Milano MI, Italy",Via Carlo Imbonati,33,20158,Milano,MI,Italy,Milano,0,4.9,173,1,0,middle_eastern_restaurant,"['middle_eastern_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,instagram.com/ristorante_al_andalus?igsh=MXY2dnp6bjJua2t6Yw%3D%3D&utm_source=qr,+393209565207,[]
ChIJ-6W1E6bGhkcRR5BCiZUxEGg,Il panino del laghetto,45.4615626,9.1956376,"Via Laghetto, 7, 20122 Milano MI, Italy",Via Laghetto,7,20122,Milano,MI,Italy,Milano,0,4.8,706,1,0,sandwich_shop,"['sandwich_shop', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,facebook.com/ilpaninodellaghetto,+393393838785,[]
ChIJ-6aPdBjDhkcR35IwqyFTA2A,Bischeri Milano,45.4543164,9.1735039,"Viale Gorizia, 8, 20144 Milano MI, Italy",Viale Gorizia,8,20144,Milano,MI,Italy,Milano,0,4.2,2118,1,0,restaurant,"['restaurant', 'karaoke', 'live_music_venue', 'night_club', 'event_venue', 'bar', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,,1,1,bischerimilano.it,+393755242383,[]
ChIJ-6hgjv_DhkcRcVZdZ7EX2gE,Tyche Greek Pita Gyros,45.4571788,9.1808081,"Corso di Porta Ticinese, 40, 20123 Milano MI, Italy",Corso di Porta Ticinese,40,20123,Milano,MI,Italy,Milano,0,4.2,680,1,0,greek_restaurant,"['greek_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_INEXPENSIVE,1,1,facebook.com/1557146970995119,+393668795563,[]
ChIJ-6l-QPLDhkcR1i6TO6_vJxg,Pizzeria Romolo,45.4443257,9.1671832,"Viale Romolo, 1, 20143 Milano MI, Italy",Viale Romolo,1,20143,Milano,MI,Italy,Milano,0,4.6,8,1,1,pizza_restaurant,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,5,,0,1,,+393281647047,['low_review']
ChIJ-75fn8XDhkcR-2giJEZjAcw,wakousushi,45.449433,9.145496999999999,"Via Giambellino, 65, 20146 Milano MI, Italy",Via Giambellino,65,20146,Milano,MI,Italy,Milano,0,3.8,246,1,0,japanese_restaurant,"['japanese_restaurant', 'sushi_restaurant', 'chinese_restaurant', 'seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,wakou.it,+393386768999,[]
ChIJ-7hWc6LGhkcRmprQYU0ySu8,Boutique Nespresso Milano Belfiore,45.4671115,9.1583066,"Via Belfiore, 5N9, Via Belfiore, 5, 20145 Milano MI, Italy",Via Belfiore,5,20145,Milano,MI,Italy,Milano,0,4.4,733,1,0,cafe,"['cafe', 'food_store', 'supplier', 'store', 'wholesaler', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,1,1,nespresso.com/it/it,+39800392029,[]
ChIJ-85_N6vchkcR_9sN-kYsaB8,La Casa del Pane,45.3844104,9.1537464,"20089 Rozzano, Metropolitan City of Milan, Italy",,,20089,Rozzano,MI,Italy,Rozzano,0,4.5,174,1,0,bakery,"['bakery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,5,PRICE_LEVEL_MODERATE,0,1,,+39028255344,[]
ChIJ-8q63i7BhkcRgH_mBKrAWi8,Croque Monsieur Milano,45.4908676,9.183906499999999,"Via Carlo Farini, 44, 20159 Milano MI, Italy",Via Carlo Farini,44,20159,Milano,MI,Italy,Milano,0,4.2,229,1,0,coffee_shop,"['coffee_shop', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,10,PRICE_LEVEL_MODERATE,0,1,,+390299247787,[]
ChIJ-98sWwDFhkcRMJ4tKbsHvMk,Panificio,45.4263596,9.251154099999999,"V. Rogoredo, 113, 20138 Milano MI, Italy",Via Rogoredo,113,20138,Milano,MI,Italy,Milano,0,2.3,3,1,1,bakery,"['bakery', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,2,,0,0,,,['low_review']
ChIJ-9fnW2vHhkcR6b2rB3g_Osc,Le magie del fornaio,45.507853999999995,9.2367521,"Via Ponte Nuovo, 42, 20128 Milano MI, Italy",Via Ponte Nuovo,42,20128,Milano,MI,Italy,Milano,0,5.0,4,1,1,bakery,"['bakery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",cafe_bar_bakery,1,1,OPERATIONAL,1,,0,0,,,['low_review']
